79,35.0001(2),JEŻYNA 125 G SZT NL,,SZT,HOLANDIA ,5%,"20,00","21,00"
80,35.0002,KAKI OP 14 SZT ES,,szt.,HISZPANIA,5%,"5,00","5,25"
81,35.0001(1),KALAFIOR DREWNO OP 6 SZT FR,,szt.,FRANCJA,5%,"8,80","9,24"
82,,KALAREPA ZIELONA DREWNO OP 25 SZT IT,,szt.,WŁOCHY,5%,"2,35","2,47"
83,,KAPUSTA BIAŁA OP 20 KG PL,,KG,POLSKA,5%,"2,05","2,16"
84,,KAPUSTA CZERWONA OP 10 KG PL,,KG,POLSKA,5%,"2,65","2,79"
85,35.0009,"KAPUSTA KISZONA GUTIMEX 0,5 KG PL",,SZT.,POLSKA,5%,"1,95","2,05"
86,35.0008,KAPUSTA KISZONA GUTIMEX 1 KG PL,,szt.,POLSKA,5%,"3,60","3,78"
87,,KAPUSTA KISZONA FOLIA GUTIMEX 3 KG PL,,szt.,POLSKA,5%,"10,80","11,34"
88,,KAPUSTA KISZONA WIADRO GUTIMEX 3 KG PL,,szt.,POLSKA,5%,"11,15","11,71"
89,,KAPUSTA KISZONA WIADRO 5 KG GUTIMEX PL,,szt.,POLSKA,5%,"16,80","17,64"
90,,KAPUSTA KISZONA WIADRO 20 KG GUTIMEX PL,,szt.,POLSKA,5%,"62,40","65,52"
91,,KAPUSTA MŁODA PLASTIK OP 6 SZT MK,,SZT,MACEDONIA,5%,"9,00","9,45"
92,35.0004,KAPUSTA PEKIŃSKA ZIELONA OP 10 KG PL,,KG,POLSKA,5%,"3,25","3,42"
93,121.0006(1),KAPUSTA WŁOSKA I SZT PL,,SZT,POLSKA,5%,"7,25","7,62"
94,120.0059,KARAMBOLA SZT MY,,szt.,MALEZJA,5%,"6,55","6,88"
95,36.0013,KIEŁKI III SZT PL,,szt.,POLSKA,5%,"5,05","5,31"
96,,KIWI KOSZ KAVALA I KALIBER 27 SZT GR,,szt.,GRECJA,5%,"10,80","11,34"
97,36.0003,KIWI KOSZ SEPO I KALIBER 18/20 SZT IT do wyczerpania,,szt.,WŁOCHY,5%,"5,35","5,62"
98,36.0012(1)(1),KIWI LUZ CZARNY PLASTIK I KG GR,,KG,GRECJA,5%,"8,55","8,98"
99,36.0012(1),KIWI LUZ KAVALA I OP 10 KG GR,,KG,GRECJA,5%,"10,80","11,34"
100,120.0090,"KIWI LUZ ZESPRI GOLD I OP 5,6 KG NZ",,KG,NOWA ZELANDIA ,5%,"30,45","31,98"
101,,KOKOS SZT PH,,szt.,FILIPINY,5%,"2,55","2,68"
102,,KOLENDRA DONICZKA SZT PL,,szt.,POLSKA,5%,"7,25","7,62"
103,,KOLENDRA ŚWIEŻA STYROPIAN OP 20 SZT ES,,szt.,HISZPANIA,5%,"2,35","2,47"
104,,KOPER STYROPIAN OP 20 SZT ES,,SZT,HISZPANIA,5%,"3,65","3,84"
105,,KOPER SZT PL,,SZT,POLSKA,5%,"1,90","2,00"
106,,KOPER WŁOSKI SZT IT,,szt.,WŁOCHY,5%,"4,85","5,10"
107,,KURKUMA ŚWIEZA TACKA 250 G SZT PE,,SZT,PERU,8%,"11,80","12,75"
108,,"LIMONKI OP 4,5 KG BR",,KG,BRAZYLIA ,5%,"18,30","19,22"
109,,LUBCZYK DONICZKA PL,,szt.,POLSKA,8%,"7,25","7,83"
110,,MALINA ROYAL 125 G OP 12 SZT MA,,SZT,MAROKO,5%,"8,05","8,46"
111,,MANDARYNKA JOYEN I KALIBER 2/3 OP 10 KG ES,,KG,HISZPANIA,5%,"9,15","9,61"
112,,MANDARYNKA KALIBER 2 KG OP 10 KG ES ,,KG,HISZPANIA,5%,"7,60","7,98"
113,,MANDARYNKA KALIBER 3 OP 10 KG ES,,KG,HISZPANIA,5%,"7,00","7,35"
114,,MANDARYNKA KALIBER 4 OP 10 KG ES,,KG,HISZPANIA,5%,"6,40","6,72"
115,,MANDARYNKA LUZ PAPADIMAS I KALIBER 2 KG GR,,KG,GRECJA,5%,"6,75","7,09"
116,,MANDARYNKA LUZ PAPADIMAS I KALIBER 3 KG GR,,KG,GRECJA,5%,"6,15","6,46"
117,36.0008,MANDARYNKA BRIO I KALIBER 4/5 OP 10 KG ES,,KG,HISZPANIA,5%,"4,45","4,68"
118,36.0006(1),MANGO LOTNICZE SZT PE,,szt.,PERU,5%,"16,80","17,64"
119,36.0006,MANGO OP 10 SZT BR,,szt.,BRAZYLIA,5%,"3,40","3,57"
120,37.0001(1),MARAKUJA SZT BR,,szt.,BRAZYLIA,5%,"3,55","3,73"
121,38.0001,MARCHEW GOTOWANA WITAMINA SZT PL,,szt.,POLSKA,5%,"3,70","3,89"
122,120.0002,MARCHEW FOLIA OP 10 KG NL,,KG,HOLANDIA,5%,"1,90","2,00"
123,41.0002(1)(1)(1)((3),MARCHEW SZYTA OP 10 KG NL,,KG,HOLANDIA,5%,"1,80","1,89"
124,120.0003,MELISA DONICZKA SZT PL,,szt.,POLSKA ,5%,"7,25","7,62"
125,120.0056(1),MELON QUANTALUPA SZT IT,,SZT,WŁOCHY,8%,"14,10","15,23"
126,GROSZEK CUKROWY,MELON ŻÓŁTY SZT BR,,SZT,BRAZYLIA,5%,"8,20","8,61"
127,106.0001(3),MIESZANKA OWOCÓW SUSZONYCH 200G SZT PL,,szt.,POLSKA,5%,"4,95","5,20"
128,44.0014(3),MIESZANKA OWOCÓW SUSZONYCH ANMAR 140G SZT PL,,szt.,POLSKA,5%,"4,45","4,68"
129,44.0011,MIESZANKA OWOCÓW SUSZONYCH BIAŁE OP 5 KG PL,,KG,POLSKA,5%,"22,70","23,84"
130,44.0002,MIĘTA DONICZKA XL SZT PL,,szt.,POLSKA ,5%,"12,35","12,97"
131,44.0006(1)(5),MIĘTA ŚWIEŻA STYROPIAN OP 20 SZT ES,,szt.,HISZPANIA,8%,"3,95","4,27"
132,08.0007(1),NATKA OZDOBNA SZT PL,,szt.,POLSKA,5%,"1,95","2,05"
133,46.0004,NATKA PIETRUSZKI SZT PL ,,szt.,POLSKA,5%,"1,30","1,37"
134,12540,"OGÓREK KISZONY GUTIMEX 0,4 KG PL",,szt.,POLSKA,5%,"4,10","4,31"
135,21306,OGÓREK KISZONY GUTIMEX WIADRO 3 KG PL,,szt.,POLSKA,5%,"23,95","25,15"
136,19115,OGÓREK GRUNTOWY CZ.OP KG TR,,KG,TURCJA,5%,"8,45","8,88"
137,46508,"OGÓREK CRETAN ROOT OP 4,5 KG GR",,KG,GRECJA,5%,"6,70","7,04"
138,43952,OGÓREK DŁUGI SZARE OP KG RU,,KG,ROSJA ,5%,"13,50","14,18"
139,05.0016(1)(1)(1),OGÓREK DŁUGI TURCJA SZARE OP KG TR do wyczerpania,,KG,TURCJA ,5%,"10,80","11,34"
140,46874,OGÓREK OP 5 KG RU,,KG.,ROSJA ,5%,"14,15","14,86"
141,05.0022(1),OGÓREK ROZUMKI OP 6 KG PL,,KG.,POLSKA,5%,"15,05","15,81"
142,49.0001,OLEJ LNIANY 200 ML PL,,szt.,POLSKA,5%,"7,60","7,98"
143,49.0010,OLEJ RZEPAKOWY 200 ML PL,,szt.,POLSKA,5%,"6,30","6,62"
144,49.0005,OREGANO DONICZKA SZT PL,,SZT,POLSKA,5%,"7,25","7,62"
145,50.0002,PAPAYA XL SZT BR,,szt.,BRAZYLIA,5%,"26,25","27,57"
146,51.0001,PAPRYKA CHILI I OP 3 KG ES,,KG,HISZPANIA ,5%,"24,85","26,10"
147,53.0007(1),PAPRYKA CZERWONA OP 5 KG ES,,KG,HISZPANIA,5%,"11,80","12,39"
148,,PAPRYKA POMARAŃCZOWA ,,KG,HISZPANIA,5%,"8,95","9,40"
148,53.0005,PAPRYKA RAMIRO  OP 14 SZT ES,,SZT,HISZPANIA,5%,"5,05","5,31"
149,54.0001(1),PAPRYKA ZIELONA OP 5 KG ES,,KG,HISZPANIA,5%,"12,85","13,50"
150,54.0001,PAPRYKA ŻÓŁTA  OP 5 KG ES,,KG,HISZPANIA,5%,"11,05","11,61"
151,57.0001(2),PIECZARKA 250 G PL,,SZT,POLSKA,5%,"3,40","3,57"
152,57.0002(1),PIECZARKA 500 G PL,,SZT,POLSKA,5%,"6,10","6,41"
153,56.0002,PIECZARKA AB KG PL,,KG,POLSKA,5%,"9,75","10,24"
154,56.0003,PIECZARKA I KG PL,,KG,POLSKA,5%,"10,40","10,92"
155,56.0006,PIETRUSZKA SYPANA OP 5 KG PL,,KG,POLSKA ,5%,"4,40","4,62"
156,56.0006(1)(1),PIETRUSZKA UKŁADANA OP 5 KG PL,,KG,POLSKA ,5%,"5,00","5,25"
157,56.0006(4),PITAHAYA XL SZT WN,,SZT,WIETNAM,5%,"21,75","22,84"
158,57.0004(2),POMARAŃCZ LUZ CZARNY KARTON I KG ES,,KG,HISZPANIA,5%,"3,90","4,10"
159,57.0010(3),POMARAŃCZE LUZ EXTRA FRUIT I KALIBER 6 KG GR,,KG,GRECJA,5%,"5,00","5,25"
160,57.0005(5),POMARAŃCZ WESTLAND KARTON KALIBER 3 I KG GR,,KG,GRECJA,5%,"6,05","6,36"
161,58.0001,"POMARAŃCZ ZAMORA I KALIBER 2/32 OP 9,90 KG ES",,KG,HISZPANIA,5%,"8,75","9,19"
162,122.0002,POMARAŃCZ ZAMORA SIATKA I OP 20 SZT ES,,szt.,HISZPANIA,5%,"6,00","6,30"
163,59.0001,POMELO KALIBER 9 SZT CN,,szt.,CHINY,5%,"7,35","7,72"
164,120.0005,POMIDOR CZERWONY MIRA I OP 6 KG MA,,KG.,MAROKO ,5%,"5,65","5,94"
165,120.0006,POMIDOR CZERWONY CASI GOURMET KARTON KAL 6 I OP 6 KG ES,,KG,HISZPANIA,5%,"9,00","9,45"
166,120.0007,POMIDOR LIMA VICASOL I PALETKA OP 6 KG ES,,KG,HISZPANIA,5%,"7,60","7,98"
167,59.0002,POMIDOR MALINOWY CASI PINK KARTON 7 I OP 6 KG ES,,KG,HISZPANIA,5%,"12,00","12,60"
168,131.0005(2)(2)(2),POMIDOR MALINOWY CASI PALETKA G I OP 6 KG ES,,KG,HISZPANIA,5%,"13,60","14,28"
169,131.0005(2)(2)(1)(1),POMIDOR MALINOWY CASI PALETKA GG I OP 6 KG ES,,KG,HISZPANIA,5%,"14,40","15,12"
170,61.0024(1)(2),POMIDOR MALINOWY LATOWICZ 2B I OP 6 KG PL,,KG,POLSKA,5%,"20,20","21,21"
171,,POMIDOR MALIN. TOMATEX 3B I OP 6 KG PL,,KG,POLSKA,5%,"22,00","23,10"
172,61.0006,POMIDOR CASI ŻEBROWANY PALETKA I OP 5 KG ES,,KG,HISZPANIA,5%,"12,00","12,60"
173,,POMIDOR CASI KUMATO I OP 3 KG ES,,KG,HISZPANIA,5%,"12,00","12,60"
174,61.0019,"POMIDOR SZERY 0,5 KG I NL",,SZT,HOLANDIA,5%,"12,00","12,60"
175,61.0015(1)(1),POMIDOR SZERY LUZ ACRENA OP I OP 4 KG ES,,KG,HISZPANIA,5%,"13,65","14,34"
176,62.0001,POMIDOR SZERY TRÓJKĄT BABY PLUM I OP 12 SZT TUN,,szt.,TUNEZJA,5%,"3,40","3,57"
177,62.0002(1),POR SIATKA OP 10 KG  PL,,KG,POLSKA,5%,"4,55","4,78"
178,106.0007,POR WIĄZKA OP 10 SZT PL,,szt.,POLSKA,5%,"2,55","2,68"
179,106.0027,ROSZPONKA PRIMA OP 8 SZT IT,,szt.,WŁOCHY,5%,"3,95","4,15"
180,65.0006,ROZMARYN DONICZKA SZT PL,,szt.,POLSKA,5%,"10,25","10,77"
181,65.0003,RUCOLA PRIMA OP 8 SZT IT,,szt.,WŁOCHY,8%,"3,95","4,27"
182,65.0004,RZEPA BIAŁA DREWNO OP 10 KG IT,,KG,WŁOCHY,5%,"4,55","4,78"
183,121.0008,RZEPA CZARNA OP 5 KG PL,,KG,POLSKA,5%,"3,65","3,84"
184,121.0008(1),RZODKIEWKA CZARNE OP 20 SZT IT,,szt.,WŁOCHY,5%,"1,85","1,95"
185,66.0002,SAŁATA DEKOR. ZIELONA I OP 12 SZT IT,,szt.,WŁOCHY,5%,"4,55","4,78"
186,66.0001,SAŁATA MASŁOWA IMP CZARNY PLASTIK OP 16 SZT IT,,szt.,WŁOCHY,5%,"3,00","3,15"
187,08.0008(1)(1),SAŁATA MASŁOWA IMP DREWNO I OP 12 SZT BE,,szt.,BELGIA,5%,"4,85","5,10"
188,67.0001(2),"SAŁATA LODOWA ""AGRISEL"" I OP 10 SZT ES",,szt.,HISZPANIA,5%,"4,45","4,68"
189,106.0002,SAŁATA MIX PRIMA OP 8 SZT IT,,szt.,WŁOCHY,5%,"3,95","4,15"
190,71.0001,SAŁATA RZYMSKA MINI I 250 G SZT ES,,SZT,HISZPANIA,5%,"5,15","5,41"
191,106.0008,SAŁATA RZYMSKA XL I OP 10 SZT ES,,SZT,HISZPANIA,5%,"5,95","6,25"
192,106.0015(2),SELER NACIOWY OP 16 SZT ES,,szt.,HISZPANIA,5%,"4,35","4,57"
193,73.0001,SELER OP 5 KG PL,,KG,POLSKA,5%,"3,40","3,57"
194,131.0001(1)(1)(1)(7),SURÓWKA WITAMINA PL,,szt.,POLSKA,5%,"4,25","4,47"
195,131.0001(1)(1)(1)(6),SUSZ WIGILIJNY LEŚNA DOLINA 140G,,szt.,POLSKA,5%,"4,70","4,94"
196,131.0001(1)(1)(1)(9),SUSZ WIGILIJNY TACKA KLIMEK 250 G PL,,szt.,POLSKA,5%,"4,45","4,68"
197,74.0001(2),SUSZ WIGILIJNY TACKA LEŚNA DOLINA 140G,,szt.,POLSKA,5%,"4,70","4,94"
198,07.0047(1)(6),SZAŁWIA DONICZKA SZT PL,,szt.,POLSKA,8%,"7,25","7,83"
199,76.0001,SZCZAW DONICZKA SZT PL,,szt.,POLSKA,8%,"7,25","7,83"
200,77.0001,SZCZYPIOR DROBNY FOLIA SZT PL,,szt.,POLSKA,5%,"2,20","2,31"
201,78.0001,SZCZYPIOR FOLIA SZT PL,,szt.,POLSKA,5%,"1,65","1,74"
202,78.0002,SZPARAGI ZIELONE 450 G SZT PE,,szt.,PERU,5%,"28,95","30,40"
203,78.0003,SZPINAK PRIMA OP 8 SZT IT,,SZT.,WŁOCHY,5%,"3,95","4,15"
204,,ŚLIWKA WĘGIERKA DREWNO KG MD,,KG,MOŁDAWIA,5%,"6,00","6,30"
205,,TOPINAMBUR OP 5 KG FR,,KG,FRANCJA,5%,"10,10","10,61"
206,,TYMIANEK DONICZKA SZT PL,,SZT,POLSKA,8%,"9,95","10,75"
207,78.0005(2)(1)(1),WINOGRON BIAŁY LA NORICA I OP 7 KG ES,,KG,HISZPANIA,5%,"18,90","19,85"
208,45.0004,WINOGRON BIAŁY RODZ. UCAK KG TR,,KG,TURCJA,5%,"18,85","19,80"
209,106.0016,"WINOGRON BIAŁY INGLEBY I OP 4,5 KG RE",,KG,PERU ,5%,"29,90","31,40"
210,79.0001(1),WINOGRON BIAŁY GIULIANO I OP 6 KG IT,,KG,WŁOCHY,5%,"40,40","42,42"
212,79.0001,WINOGRON CZARNY PRINCIPE I OP 6 KG IT,,KG,WŁOCHY,5%,"22,00","23,10"
213,79.0002,WINOGRON RÓŻOWY PRINCIPE I OP 7 KG IT,,KG,WŁOCHY,5%,"20,60","21,63"
214,106.0003,WŁOSZCZYZNA TACKA MAŁA 500 G PL  ,,SZT,POLSKA ,5%,"4,15","4,36"
215,106.0018,WŁOSZCZYZNA TACKA MAŁA 750 G PL,,SZT,POLSKA,5%,"4,50","4,73"
216,,WŁOSZCZYZNA WIĄZKA Z SELEREM 1 KG PL,,SZT,POLSKA ,5%,"5,40","5,67"
217,,"WŁOSZCZYZNA WIĄZKA Z SELEREM 1,5 KG PL",,SZT,POLSKA,5%,"6,95","7,30"
218,,"WŁOSZCZYZNA WIĄZKA Z KAPUSTĄ 1,5 KG PL",,SZT,POLSKA ,5%,"6,95","7,30"
219,,ZIEMNIAK MŁODY CYPR RÓŻOWE OP 20 KG 24/69/414 CY,,KG,CYPR,5%,"5,45","5,73"
220,,ZIEMNIAK CATANIA PL - 14/01/16504  RS OP 15 KG PL,,KG,POLSKA,5%,"1,65","1,74"
222,,ZIEMNIAK IRGA PL -   15 KG PL,,KG,POLSKA,5%,"2,10","2,21"
223,121.0025(1),ZIEMNIAK ŻÓŁTY PL - OP 15 KG PL,,KG,POLSKA,5%,"1,20","1,26"
224,,ZIEMNIAK SŁODKI BATAT OP 6 KG EG,,KG,EGIPT,5%,"5,70","5,99"
,83.0001,,,,,,,
,83.0002(1),,,,,,,
225,83.0005(2)(1)(1)(1),BARSZCZ BIAŁY BUTELKA JOWA OP 15 SZT PL,,szt.,POLSKA,5%,"2,30","2,42"
226,83.0002,BARSZCZ BIAŁY SZKŁO 500 ML PL,,szt.,POLSKA,5%,"3,05","3,21"
227,84.0047,BARSZCZ CZERWONY BUTELKA SZKLANA 500 ML PL,,szt.,POLSKA,5%,"4,00","4,20"
228,84.0047,BOROWIK SUSZ KRAJANKA 20 G SZT PL,,SZT,POLSKA ,5%,"5,40","5,67"
229,84.0010,BOROWIK SUSZ ROŻEK 30 G SZT PL,,SZT,POLSKA ,5%,"12,00","12,60"
230,84.0009(4),BOROWIK SUSZ WIANEK 50 G SZT PL,,SZT,POLSKA,5%,"31,75","33,34"
231,84.0009,BURACZKI DOMOWE TARTE 500 G Z DOMOWEJ SPIŻARNI PL,,SZT,POLSKA,5%,"6,65","6,99"
232,,BURACZKI DOMOWE WIÓRKI 480 G Z DOMOWEJ SPIŻARNI PL,,SZT,POLSKA,5%,"6,65","6,99"
233,,BURACZKI TARTE 520 G SMAK TRADYCJI,,SZT,POLSKA,5%,"3,80","3,99"
234,115.0001,BURAK BABUNI Z CHRZANEM SŁOIK PL,,szt.,POLSKA,5%,"5,30","5,57"
235,87.0003,CHIPSY BANANOWE KG PHL,,KG,FILIPINY,5%,"18,05","18,96"
236,87.0003(2),CHRZAN DUŻY Z  DOMOWEJ SPIŻARNI SŁOIK 280 G PL,,SZT,POLSKA,5%,"5,45","5,73"
237,120.0012,"CHRZAN NA ŻURAWINIE 190 G ""KOSZ NATURY"" PL",,SZT,POLSKA,5%,"6,00","6,30"
238,,"CHRZAN SŁOIK DUŻY 280 G ""SŁOWIAŃSKIE SKARBY"" PL",,SZT,POLSKA,5%,"5,80","6,09"
239,,CHRZAN SŁOIK DUŻY 290 G SMAK TRADYCJI PL,,SZT,POLSKA,5%,"4,45","4,68"
240,,"CHRZAN SŁOIK MAŁY 180G ""SŁOWIAŃSKIE SKARBY"" PL",,SZT,POLSKA,5%,"4,25","4,47"
241,,CHRZAN SŁOIK MAŁY 180G SMAK TRADYCJI PL,,SZT,POLSKA,5%,"3,05","3,21"
242,1,CHRZAN TARTY BABUNI SŁOIK DUŻY 300 G PL,,SZT,POLSKA,5%,"6,40","6,72"
243,2,CHRZAN TARTY BABUNI SŁOIK MAŁY 200 G PL,,SZT,POLSKA,5%,"4,70","4,94"
