,,OFERTA HANDLOWA SELIGA,,,,,,
,,,,,,,,
,,,,,,,,
,,10.11.2024 – 12.12.2024,,,,,,
,,,,,,,,
LP,,NAZWA,ILOŚĆ ZAMÓWIONA,JM,KRAJ,VAT,Cena netto,Cena Brutto
126,46.0004,NATKA OZDOBNA SZT PL,,szt.,POLSKA,5%,"1,95","2,05"
127,12540,NATKA PIETRUSZKI SZT PL ,,szt.,POLSKA,5%,"1,30","1,37"
128,21306,"OGÓREK KISZONY GUTIMEX 0,4 KG PL",,szt.,POLSKA,5%,"4,10","4,31"
129,19115,OGÓREK KISZONY GUTIMEX WIADRO 3 KG PL,,szt.,POLSKA,5%,"23,95","25,15"
130,46508,OGÓREK GRUNTOWY TURCJA SZARE OP KG TR,,KG,TURCJA ,5%,"8,45","8,88"
131,43952,"OGÓREK HISZPAN MABE OP 4,5 KG ES",,KG,HISZPANIA,5%,"5,85","6,15"
132,05.0016(1)(1)(1),OGÓREK DŁUGI TURCJA SZARE OP KG TR,,KG,TURCJA ,5%,"13,65","14,34"
133,46874,OGÓREK OP 5 KG RU,,KG.,ROSJA ,5%,"14,15","14,86"
134,05.0022(1),OGÓREK ROZUMKI OP 6 KG PL,,KG.,POLSKA,5%,"15,05","15,81"
135,49.0001,OGÓREK VEGAPOL OP 6 KG PL,,KG.,POLSKA,5%,"16,80","17,64"
136,49.0010,OREGANO DONICZKA SZT PL,,SZT,POLSKA,8%,"7,25","7,83"
137,49.0005,PAPAYA XL SZT BR,,szt.,BRAZYLIA,5%,"32,80","34,44"
138,50.0002,PAPRYKA CHILI I OP 3 KG ES,,KG,HISZPANIA ,5%,"32,00","33,60"
139,51.0001,PAPRYKA CZERWONA I OP 5 KG ES,,KG,HISZPANIA,5%,"11,70","12,29"
140,53.0007(1),PAPRYKA RAMIRO  OP 14 SZT ES,,SZT,HISZPANIA,5%,"5,15","5,41"
141,53.0005,PAPRYKA ZIELONA I OP 5 KG ES,,KG,HISZPANIA,5%,"13,25","13,92"
142,54.0001(1),PAPRYKA ŻÓŁTA  I OP 5 KG ES,,KG,HISZPANIA,5%,"11,00","11,55"
143,54.0001,PIECZARKA 250 G PL,,SZT,POLSKA,5%,"3,40","3,57"
144,57.0001(2),PIECZARKA 500 G PL,,SZT,POLSKA,5%,"6,10","6,41"
145,57.0002(1),PIECZARKA AB KG PL,,KG,POLSKA,5%,"9,75","10,24"
146,56.0002,PIECZARKA I KG PL,,KG,POLSKA,5%,"10,40","10,92"
147,56.0003,PIETRUSZKA SYPANA PL OP 5 KG PL,,KG,POLSKA ,5%,"4,30","4,52"
148,56.0006,PIETRUSZKA UKŁADANA OP 5 KG PL,,KG,POLSKA ,5%,"4,95","5,20"
149,56.0006(1)(1),PITAHAYA XL SZT WN,,SZT,WIETNAM,5%,"18,80","19,74"
150,56.0006(4),POMARAŃCZ LUZ TIMPEX KARTON I KG TR,,KG,TURCJA,5%,"5,45","5,73"
151,57.0004(2),POMARAŃCZ WESTLAND KARTON KALIBER 3 I KG GR,,KG,GRECJA,5%,"6,45","6,78"
152,57.0010(3),"POMARAŃCZ ZAMORA I KALIBER 2/32 OP 9,90 KG ES",,KG,HISZPANIA,5%,"8,75","9,19"
153,57.0005(5),POMARAŃCZ ZAMORA SIATKA I OP 20 SZT ES,,szt.,HISZPANIA,5%,"6,00","6,30"
154,58.0001,POMELO KALIBER 10 SZT CN,,szt.,CHINY,5%,"8,35","8,77"
155,122.0002,POMELO KALIBER 12 SZT CN,,szt.,CHINY,5%,"7,00","7,35"
156,59.0001,POMIDOR CZERWONY CASI GOURMET I OP 6 KG ES,,KG,HISZPANIA,5%,"9,40","9,87"
157,120.0005,POMIDOR CZERWONY MAROKO EL BAZ I OP 6 KG MA,,KG.,MAROKO ,5%,"6,25","6,57"
158,120.0006,POMIDOR LIMA VICASOL I PALETKA OP 6 KG ES,,KG,HISZPANIA,5%,"9,65","10,14"
159,120.0007,POMIDOR GAŁĄZKA MALINA SZKLARZ I OP 5 KG PL,,KG,POLSKA,5%,"12,00","12,60"
160,59.0002,POMIDOR MALINOWY B I OP 6 KG PL,,KG,POLSKA,5%,"17,00","17,85"
